SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	50/145	147/256	-4.93022	-1.32655	0.600516
SRX3927328	TFs and others	ONECUT2	Digestive tract	AGS	1052	6/145	2/256	-1.54321	-0.930143	5.29655
SRX392798	TFs and others	REST	Blood	Jurkat	952	6/145	2/256	-1.54321	-0.930143	5.29655
SRX392810	TFs and others	EP300	Blood	GM12878	294	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3944340	TFs and others	BRD4	Digestive tract	Gastrointestinal Stromal Tumors	643	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3944782	TFs and others	Epitope tags	Lung	HS-SY-II	446	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3944785	TFs and others	Epitope tags	Lung	HS-SY-II	846	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3944792	TFs and others	Epitope tags	Lung	HS-SY-II	1028	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3944793	TFs and others	Epitope tags	Lung	HS-SY-II	687	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3962721	TFs and others	TP53	Digestive tract	HCT 116	649	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3962722	TFs and others	TP53	Digestive tract	HCT 116	465	6/145	2/256	-1.54321	-0.930143	5.29655
SRX3962723	TFs and others	TP53	Digestive tract	HCT 116	451	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4001479	TFs and others	BRD2	Lung	NCI-H23	610	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4062881	TFs and others	AR	Prostate	LNCAP	786	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155649	TFs and others	CTCFL	Neural	KELLY	1009	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155656	TFs and others	CTCFL	Neural	KELLY	927	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155658	TFs and others	SMC1A	Neural	KELLY	569	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155863	TFs and others	MYCN	Neural	KELLY	659	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155873	TFs and others	CTCFL	Bone	TC-71	611	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155874	TFs and others	CTCFL	Bone	TC-71	696	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4155880	TFs and others	SMC1A	Bone	TC-71	2636	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4170711	TFs and others	WDR5	Blood	K-562	1093	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4171347	TFs and others	Epitope tags	Pluripotent stem cell	hESC H1	781	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4192133	TFs and others	TOP1	Breast	MCF 10A	55	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4221467	TFs and others	Epitope tags	Kidney	293	556	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4221468	TFs and others	Epitope tags	Kidney	293	592	6/145	2/256	-1.54321	-0.930143	5.29655
SRX423002	TFs and others	CDK2	Breast	T-47D	181	6/145	2/256	-1.54321	-0.930143	5.29655
SRX433192	TFs and others	AR	Kidney	293	386	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4346765	TFs and others	SALL3	Pluripotent stem cell	iPS cells	347	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4394539	TFs and others	STAT3	Blood	JB6	534	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4409572	TFs and others	MYC	Neural	SH-EP	418	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4417025	TFs and others	GATA3	Breast	MCF-7	689	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4417027	TFs and others	TFAP2C	Breast	MCF-7	578	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4451203	TFs and others	ESR1	Breast	MCF-7	361	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4502348	TFs and others	CDK11A	Digestive tract	HCT 116	288	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4590710	TFs and others	LMNA	Pluripotent stem cell	iPS derived cardiac cells	2778	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4590711	TFs and others	LMNA	Pluripotent stem cell	iPS derived cardiac cells	2645	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4590712	TFs and others	LMNA	Pluripotent stem cell	iPS derived cardiac cells	3248	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4634577	TFs and others	REST	Prostate	LNCAP	2181	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4679528	TFs and others	REST	Neural	CHLA-90	2235	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4708031	TFs and others	SNRNP70	Liver	Hep G2	214	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4708068	TFs and others	HNRNPC	Blood	K-562	236	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4711140	TFs and others	LMNB1	Adipocyte	Adipose stem cells	973	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4711141	TFs and others	LMNB1	Adipocyte	Adipose stem cells	1005	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4714459	TFs and others	GTF3C2	Breast	MCF 10A	189	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4714460	TFs and others	BDP1	Breast	MCF 10A	579	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4734154	TFs and others	HDAC9	Cardiovascular	Aneurysm smooth muscle cells	230	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4745243	TFs and others	Epitope tags	Kidney	293	657	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4745246	TFs and others	Epitope tags	Kidney	293	613	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4745248	TFs and others	Epitope tags	Kidney	293	657	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4781499	TFs and others	BRD4	Blood	Chronic myeloid leukemia	170	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4783059	TFs and others	AR	Prostate	Prostate cancer cells	497	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4783075	TFs and others	AR	Prostate	Prostate cancer cells	467	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4783084	TFs and others	AR	Prostate	Prostate cancer cells	376	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4786571	TFs and others	TET2	Breast	MCF-7	325	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4802301	TFs and others	EPAS1	Kidney	HKC8	109	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4802303	TFs and others	ARNT	Kidney	HKC8	102	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4937339	TFs and others	MED1	Digestive tract	HCT 116	430	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4937347	TFs and others	MED16	Digestive tract	HCT 116	366	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4937361	TFs and others	USP22	Digestive tract	HCT 116	470	6/145	2/256	-1.54321	-0.930143	5.29655
SRX4964897	TFs and others	ISL1	Digestive tract	SGC-7901	452	6/145	2/256	-1.54321	-0.930143	5.29655
SRX503341	TFs and others	KSHV LANA	Blood	BCBL1	445	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5057618	TFs and others	Epitope tags	Breast	T-47D	269	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5057619	TFs and others	GATA3	Breast	T-47D	344	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5060887	TFs and others	AR	Prostate	LNCAP	672	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5068575	TFs and others	KMT2C	Gonad	BIN-67	178	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5089505	TFs and others	HDAC1	Breast	MCF-7	367	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5124850	TFs and others	FOXA1	Kidney	293	1306	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5124851	TFs and others	FOXA1	Kidney	293	954	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5167218	TFs and others	KDM6A	Blood	Nuclear cells	370	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5172069	TFs and others	ESR1	Breast	MCF-7	334	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5188626	TFs and others	RUNX3	Digestive tract	SNU-484	194	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5195714	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	634	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5195716	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	519	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5195718	TFs and others	ARID1A	Uterus	Endometrial epithelial cells	487	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5202461	TFs and others	UBE3A	Pluripotent stem cell	hESC derived neural cells	502	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5202468	TFs and others	UBE3A	Pluripotent stem cell	hESC H9	550	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5202470	TFs and others	UBE3A	Pluripotent stem cell	hESC H9	549	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5203297	TFs and others	ESR1	Breast	MCF-7	476	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5203310	TFs and others	ESR1	Breast	MCF-7	389	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5203313	TFs and others	ESR1	Breast	MCF-7	388	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5234476	TFs and others	SUZ12	Pluripotent stem cell	iPS cells	1267	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5254849	TFs and others	SUZ12	Others	Mesenchymal stem cells	351	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5254851	TFs and others	RNF2	Others	Mesenchymal stem cells	364	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5257602	TFs and others	GATA2	Prostate	VCaP	2143	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5260950	TFs and others	CHD4	Blood	U-937	323	6/145	2/256	-1.54321	-0.930143	5.29655
SRX527883	TFs and others	Epitope tags	Kidney	293	441	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286320	TFs and others	KLF4	Pluripotent stem cell	ES cells	510	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286332	TFs and others	POU5F1	Pluripotent stem cell	hESC WIBR2	1215	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286334	TFs and others	POU5F1	Pluripotent stem cell	ES cells	505	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286335	TFs and others	POU5F1	Pluripotent stem cell	ES cells	653	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286337	TFs and others	POU5F1	Pluripotent stem cell	hESC WIBR2	639	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286341	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR2	4033	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286342	TFs and others	SOX2	Pluripotent stem cell	ES cells	1072	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5286348	TFs and others	TFAP2C	Pluripotent stem cell	hESC WIBR2	714	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5287713	TFs and others	Biotin	Breast	MCF-7	205	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5346115	TFs and others	Epitope tags	Blood	RAMOS	800	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5346124	TFs and others	MYC	Blood	RAMOS	696	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5346130	TFs and others	WDR5	Blood	RAMOS	995	6/145	2/256	-1.54321	-0.930143	5.29655
SRX539686	TFs and others	SPIN1	Adipocyte	T778	528	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5504739	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural cells	223	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5504743	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural cells	204	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5600902	TFs and others	THRA	Neural	Prefrontal Cortex	383	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5604678	TFs and others	HOXB13	Prostate	LNCAP	4817	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5647964	TFs and others	BRD4	Kidney	293	286	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5654408	TFs and others	GFP	Liver	Hep G2	624	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5654411	TFs and others	GFP	Liver	Hep G2	622	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5683084	TFs and others	ESR1	Breast	T-47D	315	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5716459	TFs and others	Epitope tags	Neural	Neural progenitor cells	81	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5719612	TFs and others	CTCF	Blood	Jurkat	955	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5729922	TFs and others	RUNX1	Blood	Acute myeloid leukemia	370	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5803009	TFs and others	POLR2C	Kidney	293	902	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5817190	TFs and others	Epitope tags	Kidney	293	406	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5824554	TFs and others	BRD7	Breast	SUM 159PT	572	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5824557	TFs and others	BRD7	Breast	SUM 159PT	741	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5957534	TFs and others	WDR5	Pluripotent stem cell	hESC H1	337	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5974525	TFs and others	Cas9	Blood	K-562	295	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5974573	TFs and others	Cas9	Blood	K-562	289	6/145	2/256	-1.54321	-0.930143	5.29655
SRX5974574	TFs and others	Cas9	Blood	K-562	349	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6073297	TFs and others	IRF4	Blood	BC-3	213	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6093194	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural cells	424	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6098149	TFs and others	GATA3	Breast	MCF-7	1789	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6384906	TFs and others	KDM1A	Epidermis	Keratinocytes	793	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6435384	TFs and others	SUPT5H	Kidney	293	180	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6435398	TFs and others	SUPT5H	Kidney	293	222	6/145	2/256	-1.54321	-0.930143	5.29655
SRX644409	TFs and others	JUND	Prostate	DU 145	264	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6476497	TFs and others	SMAD2	Cardiovascular	Aortic smooth muscle cells	248	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6480757	TFs and others	Epitope tags	Kidney	293	463	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6605190	TFs and others	BrdU	Uterus	HeLa	566	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6605194	TFs and others	BrdU	Uterus	HeLa	410	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6651675	TFs and others	NR3C1	Blood	697	325	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6651677	TFs and others	NR3C1	Blood	697	436	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6692568	TFs and others	Epitope tags	Epidermis	Keratinocytes	1247	6/145	2/256	-1.54321	-0.930143	5.29655
SRX673722	TFs and others	GATA3	Breast	MCF-7	397	6/145	2/256	-1.54321	-0.930143	5.29655
SRX673735	TFs and others	PRKDC	Breast	MCF-7	173	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753910	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	460	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753913	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	497	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753922	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	536	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753937	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	484	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753946	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	169	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753949	TFs and others	LMNB1	Pluripotent stem cell	iPS derived cardiac cells	270	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753952	TFs and others	LMNB1	Pluripotent stem cell	iPSC derived hepatocytes	349	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753958	TFs and others	LMNB1	Pluripotent stem cell	iPSC derived hepatocytes	334	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6753961	TFs and others	LMNB1	Pluripotent stem cell	iPSC derived hepatocytes	409	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6764992	TFs and others	WDR5	Digestive tract	LoVo	915	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6878597	TFs and others	CREB5	Prostate	LNCAP	840	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6888834	TFs and others	BHLHE40	Uterus	HeLa	499	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6911600	TFs and others	ZMYND8	Neural	Glioblastoma	529	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6944148	TFs and others	JUNB	Blood	CD4+ T cells	45	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957395	TFs and others	FOXL2	Kidney	HGrC1	334	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957399	TFs and others	SMAD4	Kidney	HGrC1	336	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957412	TFs and others	SMAD2	Kidney	HGrC1	260	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957479	TFs and others	SMAD2	Gonad	KGN	557	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957483	TFs and others	SMAD2	Gonad	KGN	1010	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957489	TFs and others	FOXL2	Kidney	HGrC1	517	6/145	2/256	-1.54321	-0.930143	5.29655
SRX6957490	TFs and others	SMAD4	Kidney	HGrC1	737	6/145	2/256	-1.54321	-0.930143	5.29655
SRX695891	TFs and others	ASCL1	Others	Tumor	193	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7015649	TFs and others	Epitope tags	Others	Fibroblasts	609	6/145	2/256	-1.54321	-0.930143	5.29655
SRX701968	TFs and others	EOMES	Pluripotent stem cell	hESC HUES64	210	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7030916	TFs and others	TRIM28	Breast	MCF-7	628	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7030921	TFs and others	KDM4B	Breast	MCF-7	365	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7100373	TFs and others	KDM1A	Digestive tract	SW 480	251	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7135409	TFs and others	TP63	Blood	K-562	317	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7196718	TFs and others	BMI1	Neural	SU-DIPG-IV	1135	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7223845	TFs and others	CTCF	Bone	U2OS	917	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7223927	TFs and others	CHD8	Pluripotent stem cell	hESC derived neural cells	497	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277171	TFs and others	LMNA	Others	GM07492	352	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277173	TFs and others	LMNA	Others	GM07492	376	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277184	TFs and others	LMNA	Unclassified	Unclassified	471	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277190	TFs and others	LMNA	Unclassified	Unclassified	556	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277192	TFs and others	LMNA	Unclassified	Unclassified	441	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7277200	TFs and others	LMNA	Unclassified	Unclassified	406	6/145	2/256	-1.54321	-0.930143	5.29655
SRX730429	TFs and others	NCAPG	Breast	MCF-7	301	6/145	2/256	-1.54321	-0.930143	5.29655
SRX730432	TFs and others	NCAPG	Breast	MCF-7	254	6/145	2/256	-1.54321	-0.930143	5.29655
SRX730440	TFs and others	HECTD1	Breast	MCF-7	488	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7451120	TFs and others	EZH2	Lung	A549	689	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7451121	TFs and others	EZH2	Lung	A549	837	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7512712	TFs and others	AR	Prostate	VCaP	37706	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7512714	TFs and others	AR	Prostate	VCaP	2119	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7572095	TFs and others	KLF5	Digestive tract	TE-5	345	6/145	2/256	-1.54321	-0.930143	5.29655
SRX758132	TFs and others	NR3C1	Blood	MM.1S	331	6/145	2/256	-1.54321	-0.930143	5.29655
SRX760970	TFs and others	LMNA	Adipocyte	Pre-adipocytes	381	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7642862	TFs and others	KMT2A	Breast	Mammary epithelial cells	60	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7680922	TFs and others	TEAD4	Unclassified	Unclassified	315	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7692442	TFs and others	POLR2C	Breast	MCF-7	623	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7692445	TFs and others	POLR2C	Breast	MCF-7	668	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7712496	TFs and others	HIF1A	Lung	NCI-H460	323	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7748786	TFs and others	AFF1	Digestive tract	DLD-1	314	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7748787	TFs and others	AFF1	Digestive tract	DLD-1	265	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7748788	TFs and others	AFF1	Digestive tract	DLD-1	381	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7805897	TFs and others	SMC1A	Epidermis	Dermal fibroblast	2570	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7902030	TFs and others	FOXM1	Prostate	22Rv1	184	6/145	2/256	-1.54321	-0.930143	5.29655
SRX7902983	TFs and others	EGR1	Blood	CD34+	128	6/145	2/256	-1.54321	-0.930143	5.29655
SRX790966	TFs and others	RELA	Blood	L-1236	263	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8018256	TFs and others	SUPT6H	Kidney	293	699	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8023120	TFs and others	TP53	Breast	MCF 10A	340	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8023126	TFs and others	TP53	Breast	MCF 10A	500	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8023132	TFs and others	TP53	Breast	MCF 10A	153	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8023138	TFs and others	TP53	Breast	MCF 10A	370	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8089618	TFs and others	AR	Prostate	VCaP	3419	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8089622	TFs and others	BRD4	Prostate	VCaP	295	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8089623	TFs and others	BRD4	Prostate	VCaP	450	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8089630	TFs and others	BRD4	Prostate	VCaP	367	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8089678	TFs and others	MED1	Prostate	VCaP	613	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8148231	TFs and others	Epitope tags	Pluripotent stem cell	iPS cells	533	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8148234	TFs and others	Epitope tags	Pluripotent stem cell	iPS cells	551	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8155175	TFs and others	MED1	Digestive tract	HCT 116	411	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8171726	TFs and others	MYBBP1A	Pancreas	Hs 766T	139	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8173501	TFs and others	EED	Pluripotent stem cell	iPS cells	2374	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8272754	TFs and others	ESR2	Breast	MCF-7	564	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8342553	TFs and others	SUZ12	Pluripotent stem cell	iPS cells	588	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8342554	TFs and others	SUZ12	Pluripotent stem cell	iPS cells	553	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8342558	TFs and others	SUZ12	Pluripotent stem cell	iPS cells	829	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8418558	TFs and others	AFF1	Blood	Bone Marrow Cells	262	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8419454	TFs and others	GLIS3	Pancreas	Pancreatic islets	47	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512737	TFs and others	BRD1	Digestive tract	HCT 116	322	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512741	TFs and others	BRD9	Digestive tract	HCT 116	317	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512750	TFs and others	CBX5	Digestive tract	HCT 116	355	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512755	TFs and others	CXXC1	Digestive tract	HCT 116	393	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512756	TFs and others	CXXC1	Digestive tract	HCT 116	346	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512765	TFs and others	DPF1	Digestive tract	HCT 116	367	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512779	TFs and others	HSF1	Digestive tract	HCT 116	299	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512789	TFs and others	JAZF1	Digestive tract	HCT 116	152	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512793	TFs and others	KDM1A	Digestive tract	HCT 116	309	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512802	TFs and others	MED30	Digestive tract	HCT 116	292	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512806	TFs and others	MED7	Digestive tract	HCT 116	262	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512815	TFs and others	NFE2L2	Digestive tract	HCT 116	352	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512818	TFs and others	NRF1	Digestive tract	HCT 116	311	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512828	TFs and others	PRDM1	Digestive tract	HCT 116	196	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512829	TFs and others	PRDM1	Digestive tract	HCT 116	193	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512834	TFs and others	PRDM4	Digestive tract	HCT 116	198	6/145	2/256	-1.54321	-0.930143	5.29655
SRX8512835	TFs and others	RCOR2	Digestive tract	HCT 116	166	6/145	2/256	-1.54321	-0.930143	5.29655
