SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	290/344	189/299	-9.03666	-4.91946	1.33367
SRX6473452	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	3423	80/344	53/299	-1.0133	-0.223341	1.31198
SRX4377549	TFs and others	BRD2	Breast	HCC1806	10868	171/344	129/299	-1.01302	-0.223341	1.15218
SRX7805362	TFs and others	ZNF711	Kidney	293	9566	184/344	140/299	-1.01222	-0.223341	1.14236
SRX128100	TFs and others	TFAP2C	Breast	BT-474	41857	234/344	184/299	-1.01175	-0.223341	1.10538
SRX327759	TFs and others	CDK9	Blood	MM.1S	6953	108/344	76/299	-1.01157	-0.223341	1.23516
SRX2900158	TFs and others	KDM6A	Breast	CAL-51	3977	51/344	31/299	-1.00919	-0.223341	1.42995
SRX7551117	TFs and others	SETD1A	Uterus	HeLa	14498	233/344	183/299	-1.00898	-0.223341	1.10667
SRX10365558	TFs and others	ESR1	Breast	MCF-7	26073	37/344	46/299	-1.00687	-0.223341	0.699128
SRX1099627	TFs and others	GRHL2	Gonad	OvCA 429	12165	37/344	46/299	-1.00687	-0.223341	0.699128
SRX2513519	TFs and others	ESR1	Breast	MCF-7	21201	37/344	46/299	-1.00687	-0.223341	0.699128
SRX5089446	TFs and others	ESR1	Breast	MCF-7	9623	20/344	28/299	-1.0058	-0.223341	0.620847
SRX8037072	TFs and others	KLF5	Digestive tract	AGS	5122	20/344	28/299	-1.0058	-0.223341	0.620847
SRX190247	TFs and others	RAD21	Breast	MCF-7	42973	90/344	96/299	-1.00574	-0.223341	0.814862
SRX1477661	TFs and others	Epitope tags	Lung	MRC-5	5921	93/344	64/299	-1.00506	-0.223341	1.26304
SRX2533038	TFs and others	MCM2	Digestive tract	HCT 116	10771	26/344	13/299	-1.00407	-0.223341	1.73837
SRX204409	TFs and others	BRD4	Blood	P493-6	1893	12/344	19/299	-1.00359	-0.223341	0.54896
SRX3229180	TFs and others	FOXA1	Breast	Breast cancer	6007	12/344	19/299	-1.00359	-0.223341	0.54896
SRX5725260	TFs and others	MGA	Lung	A549	1559	12/344	19/299	-1.00359	-0.223341	0.54896
SRX6098146	TFs and others	GATA3	Breast	MCF-7	17055	12/344	19/299	-1.00359	-0.223341	0.54896
SRX013323	TFs and others	ZNF263	Blood	K-562	823	10/344	3/299	-1.00308	-0.223341	2.89729
SRX150566	TFs and others	STAT1	Blood	K-562	1491	10/344	3/299	-1.00308	-0.223341	2.89729
SRX3020563	TFs and others	PHIP	Digestive tract	HCT 116	551	10/344	3/299	-1.00308	-0.223341	2.89729
SRX5532361	TFs and others	CTCF	Neural	Anterior temporal cortex	779	10/344	3/299	-1.00308	-0.223341	2.89729
SRX736067	TFs and others	FOXP1	Prostate	LNCAP	2583	10/344	3/299	-1.00308	-0.223341	2.89729
SRX1165102	TFs and others	Epitope tags	Liver	Hep G2	9663	132/344	96/299	-1.00292	-0.223341	1.19513
SRX9419945	TFs and others	MED1	Breast	BT-474	9488	38/344	21/299	-1.00134	-0.223341	1.57281
SRX1012632	TFs and others	ESR1	Breast	MCF-7	17006	25/344	33/299	-1.00076	-0.223341	0.658474
SRX3230419	TFs and others	ZSCAN29	Liver	Hep G2	3579	25/344	33/299	-1.00076	-0.223341	0.658474
SRX4677291	TFs and others	FOXA2	Pancreas	CFPAC-1	13020	25/344	33/299	-1.00076	-0.223341	0.658474
SRX5089448	TFs and others	ESR1	Breast	MCF-7	11840	25/344	33/299	-1.00076	-0.223341	0.658474
SRX6175604	TFs and others	SMC1A	Bone	A-673	15562	25/344	33/299	-1.00076	-0.223341	0.658474
SRX194575	TFs and others	ESR1	Breast	MCF-7	18801	64/344	72/299	-1.00016	-0.223341	0.77261
ERX626831	TFs and others	TAL1	Blood	CHRF-288-11	702	0/344	3/299	-0.99996	-0.223341	0
ERX626843	TFs and others	TAL1	Blood	CHRF-288-11	717	0/344	3/299	-0.99996	-0.223341	0
SRX095394	TFs and others	MYC	Blood	CA46	244	0/344	3/299	-0.99996	-0.223341	0
SRX10119148	TFs and others	MYB	Blood	MV-4-11	570	0/344	3/299	-0.99996	-0.223341	0
SRX107365	TFs and others	ESR1	Breast	H3396	976	0/344	3/299	-0.99996	-0.223341	0
SRX10881845	TFs and others	SMARCB1	Others	BT-16	523	0/344	3/299	-0.99996	-0.223341	0
SRX1089831	TFs and others	IRF2	Blood	Hematopoietic Stem Cells	551	0/344	3/299	-0.99996	-0.223341	0
SRX1384026	TFs and others	ATF3	Digestive tract	HCT 116	258	0/344	3/299	-0.99996	-0.223341	0
SRX1514960	TFs and others	GFP	Kidney	293	884	0/344	3/299	-0.99996	-0.223341	0
SRX1514980	TFs and others	GFP	Kidney	293	835	0/344	3/299	-0.99996	-0.223341	0
SRX1515068	TFs and others	GFP	Kidney	293	375	0/344	3/299	-0.99996	-0.223341	0
SRX1823820	TFs and others	BRD4	Pancreas	L3.6	1363	0/344	3/299	-0.99996	-0.223341	0
SRX2010843	TFs and others	JUN	Lung	Calu-3	1123	0/344	3/299	-0.99996	-0.223341	0
SRX2881140	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	833	0/344	3/299	-0.99996	-0.223341	0
SRX3020565	TFs and others	PHIP	Digestive tract	HCT 116	226	0/344	3/299	-0.99996	-0.223341	0
SRX3203625	TFs and others	MORC2	Pluripotent stem cell	ES cells	1057	0/344	3/299	-0.99996	-0.223341	0
SRX3229141	TFs and others	ESR1	Breast	Breast cancer	989	0/344	3/299	-0.99996	-0.223341	0
SRX3288568	TFs and others	KLF4	Pluripotent stem cell	hESC H9	976	0/344	3/299	-0.99996	-0.223341	0
SRX4212580	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	513	0/344	3/299	-0.99996	-0.223341	0
SRX4417024	TFs and others	GATA3	Breast	MCF-7	2698	0/344	3/299	-0.99996	-0.223341	0
SRX4559714	TFs and others	ZNF207	Pluripotent stem cell	hESC H9	426	0/344	3/299	-0.99996	-0.223341	0
SRX4650974	TFs and others	SUZ12	Kidney	293	541	0/344	3/299	-0.99996	-0.223341	0
SRX4708068	TFs and others	HNRNPC	Blood	K-562	236	0/344	3/299	-0.99996	-0.223341	0
SRX4783022	TFs and others	AR	Prostate	Prostate cancer cells	1304	0/344	3/299	-0.99996	-0.223341	0
SRX4783064	TFs and others	AR	Prostate	Prostate cancer cells	1656	0/344	3/299	-0.99996	-0.223341	0
SRX4783100	TFs and others	AR	Prostate	Prostate cancer cells	1962	0/344	3/299	-0.99996	-0.223341	0
SRX5020211	TFs and others	SMARCA2	Neural	Neural progenitor cells	2745	0/344	3/299	-0.99996	-0.223341	0
SRX5299878	TFs and others	NFE2	Blood	Erythroid Cells	1215	0/344	3/299	-0.99996	-0.223341	0
SRX6066504	TFs and others	CDK9	Digestive tract	HCT 116	618	0/344	3/299	-0.99996	-0.223341	0
SRX6371919	TFs and others	MED25	Prostate	PC-3	825	0/344	3/299	-0.99996	-0.223341	0
SRX646125	TFs and others	EED	Blood	Erythroblasts	1354	0/344	3/299	-0.99996	-0.223341	0
SRX6487049	TFs and others	FOXA1	Breast	MCF-7	2459	0/344	3/299	-0.99996	-0.223341	0
SRX6764998	TFs and others	WDR5	Neural	BE(2)-C	818	0/344	3/299	-0.99996	-0.223341	0
SRX6911600	TFs and others	ZMYND8	Neural	Glioblastoma	529	0/344	3/299	-0.99996	-0.223341	0
SRX702028	TFs and others	HNF4A	Pluripotent stem cell	hESC HUES64	225	0/344	3/299	-0.99996	-0.223341	0
SRX764805	TFs and others	FOXA1	Pluripotent stem cell	hESC derived mesendodermal cells	2291	0/344	3/299	-0.99996	-0.223341	0
SRX8357709	TFs and others	MECP2	Kidney	293	547	0/344	3/299	-0.99996	-0.223341	0
SRX8616817	TFs and others	FOSL1	Lung	A549	658	0/344	3/299	-0.99996	-0.223341	0
SRX8616820	TFs and others	FOSL1	Lung	A549	1035	0/344	3/299	-0.99996	-0.223341	0
SRX8616845	TFs and others	JUNB	Lung	A549	535	0/344	3/299	-0.99996	-0.223341	0
SRX8616847	TFs and others	JUNB	Lung	A549	679	0/344	3/299	-0.99996	-0.223341	0
SRX8616855	TFs and others	JUND	Lung	A549	419	0/344	3/299	-0.99996	-0.223341	0
SRX8664957	TFs and others	ATF4	Blood	HUDEP-2	979	0/344	3/299	-0.99996	-0.223341	0
SRX9468671	TFs and others	Epitope tags	Prostate	LNCAP	1827	0/344	3/299	-0.99996	-0.223341	0
SRX9741171	TFs and others	ATF4	Blood	MV-4-11	527	0/344	3/299	-0.99996	-0.223341	0
SRX9932075	TFs and others	HDAC6	Breast	MCF-7	1266	0/344	3/299	-0.99996	-0.223341	0
SRX9932076	TFs and others	HDAC6	Breast	MCF-7	736	0/344	3/299	-0.99996	-0.223341	0
SRX4473695	TFs and others	SS18	Gonad	BIN-67	4068	9/344	16/299	-0.998026	-0.223341	0.488917
SRX5025684	TFs and others	MYCN	Neural	SH-EP	1661	9/344	16/299	-0.998026	-0.223341	0.488917
SRX6487043	TFs and others	FOXA1	Breast	MCF-7	6746	9/344	16/299	-0.998026	-0.223341	0.488917
SRX7544093	TFs and others	ESR1	Uterus	Ishikawa	4910	9/344	16/299	-0.998026	-0.223341	0.488917
SRX8616992	TFs and others	ESR1	Breast	MCF-7	4379	9/344	16/299	-0.998026	-0.223341	0.488917
SRX1469951	TFs and others	ESR1	Breast	MCF-7	17923	31/344	40/299	-0.997806	-0.223341	0.673619
SRX199868	TFs and others	CTCF	Lung	A549	11998	31/344	40/299	-0.997806	-0.223341	0.673619
SRX2140216	TFs and others	CCND2	Blood	MM.1S	2919	44/344	26/299	-0.997339	-0.223341	1.47093
SRX1738531	TFs and others	CTCF	Blood	Erythroid Cells	28048	115/344	119/299	-0.997176	-0.223341	0.83997
SRX1004563	TFs and others	TEAD1	Lung	MSTO-211H	10879	16/344	24/299	-0.996605	-0.223341	0.579457
SRX11023673	TFs and others	CEBPB	Lung	NCI-H441	2694	16/344	24/299	-0.996605	-0.223341	0.579457
SRX1880279	TFs and others	MYC	Blood	Jurkat	2143	16/344	24/299	-0.996605	-0.223341	0.579457
SRX323400	TFs and others	ESR1	Breast	MCF-7	9907	16/344	24/299	-0.996605	-0.223341	0.579457
SRX4473688	TFs and others	SS18	Gonad	BIN-67	6613	16/344	24/299	-0.996605	-0.223341	0.579457
SRX6098148	TFs and others	GATA3	Breast	MCF-7	15809	16/344	24/299	-0.996605	-0.223341	0.579457
SRX10913948	TFs and others	SP1	Epidermis	Dermal fibroblast	1299	22/344	10/299	-0.996593	-0.223341	1.91221
SRX475785	TFs and others	REST	Blood	GM12878	4242	22/344	10/299	-0.996593	-0.223341	1.91221
SRX11094562	TFs and others	FLI1	Bone	Rh1	7078	4/344	10/299	-0.996528	-0.223341	0.347674
SRX1885171	TFs and others	RELA	Prostate	LNCAP	2772	4/344	10/299	-0.996528	-0.223341	0.347674
SRX5725258	TFs and others	MYC	Lung	A549	875	4/344	10/299	-0.996528	-0.223341	0.347674
SRX6487041	TFs and others	FOXA1	Breast	MCF-7	5592	4/344	10/299	-0.996528	-0.223341	0.347674
SRX7054934	TFs and others	ERG	Cardiovascular	HAEC	1059	4/344	10/299	-0.996528	-0.223341	0.347674
SRX9390938	TFs and others	BRD4	Digestive tract	Colorectal cancer	4429	71/344	46/299	-0.996114	-0.223341	1.34157
SRX9932057	TFs and others	STAT5A	Breast	MCF-7	4751	71/344	46/299	-0.996114	-0.223341	1.34157
ERX200504	TFs and others	CTCF	Blood	B cells	2107	14/344	5/299	-0.996097	-0.223341	2.43372
SRX026720	TFs and others	CTCF	Pancreas	Pancreatic islets	3284	14/344	5/299	-0.996097	-0.223341	2.43372
SRX1156534	TFs and others	SMARCA4	Breast	MDA-MB-231	1477	14/344	5/299	-0.996097	-0.223341	2.43372
SRX1339018	TFs and others	AR	Breast	MDA-MB-453	9313	14/344	5/299	-0.996097	-0.223341	2.43372
SRX262143	TFs and others	HSF1	Blood	M0-91	1634	14/344	5/299	-0.996097	-0.223341	2.43372
SRX3230394	TFs and others	NR1H2	Liver	Hep G2	1603	14/344	5/299	-0.996097	-0.223341	2.43372
SRX331853	TFs and others	REST	Blood	CD4+ T cells	2313	14/344	5/299	-0.996097	-0.223341	2.43372
SRX4119719	TFs and others	Epitope tags	Kidney	293	749	14/344	5/299	-0.996097	-0.223341	2.43372
SRX9683852	TFs and others	NR3C1	Adipocyte	Adipocytes	4687	14/344	5/299	-0.996097	-0.223341	2.43372
SRX9867025	TFs and others	BCL11B	Blood	TALL-1	31691	251/344	200/299	-0.995675	-0.223341	1.09083
SRX3110780	TFs and others	Epitope tags	Uterus	HeLa	36200	77/344	84/299	-0.995416	-0.223341	0.796754
SRX3824044	TFs and others	KMT2B	Blood	THP-1	12009	54/344	62/299	-0.995366	-0.223341	0.757033
SRX151245	TFs and others	CTCF	Blood	BCBL1	31306	116/344	120/299	-0.99529	-0.223341	0.840213
SRX5927381	TFs and others	CTCF	Uterus	Fallopian Tubes	36205	116/344	120/299	-0.99529	-0.223341	0.840213
SRX2584127	TFs and others	HIF1A	Epidermis	501A	2511	32/344	17/299	-0.995275	-0.223341	1.63611
SRX5567177	TFs and others	RNF2	Blood	ME-1	3145	32/344	17/299	-0.995275	-0.223341	1.63611
SRX9932043	TFs and others	STAT5A	Breast	MCF-7	8189	96/344	66/299	-0.994922	-0.223341	1.26427
SRX190292	TFs and others	USF1	Digestive tract	HCT 116	16932	117/344	121/299	-0.993281	-0.223341	0.840453
SRX3110745	TFs and others	ESR1	Breast	MCF-7	40479	117/344	121/299	-0.993281	-0.223341	0.840453
SRX3110773	TFs and others	SMC3	Uterus	HeLa	25107	65/344	73/299	-0.993104	-0.223341	0.773933
SRX150545	TFs and others	MYC	Blood	K-562	5759	38/344	47/299	-0.992184	-0.223341	0.702746
SRX6840505	TFs and others	HAP1	Blood	KBM-7	9319	38/344	47/299	-0.992184	-0.223341	0.702746
SRX022563	TFs and others	ERG	Prostate	VCaP	174	1/344	5/299	-0.991851	-0.223341	0.173837
SRX027903	TFs and others	NR3C1	Uterus	HeLa	1880	1/344	5/299	-0.991851	-0.223341	0.173837
SRX101163	TFs and others	TCF7L2	Blood	K-562	1968	1/344	5/299	-0.991851	-0.223341	0.173837
SRX10119147	TFs and others	MYB	Blood	MV-4-11	856	1/344	5/299	-0.991851	-0.223341	0.173837
SRX107363	TFs and others	ESR1	Breast	H3396	2996	1/344	5/299	-0.991851	-0.223341	0.173837
SRX11094517	TFs and others	FLI1	Bone	EW-1	4339	1/344	5/299	-0.991851	-0.223341	0.173837
SRX150636	TFs and others	STAT3	Blood	GM12878	1014	1/344	5/299	-0.991851	-0.223341	0.173837
SRX2164790	TFs and others	SPDEF	Lung	A549	296	1/344	5/299	-0.991851	-0.223341	0.173837
SRX2194239	TFs and others	EP300	Breast	SUM 159PT	3340	1/344	5/299	-0.991851	-0.223341	0.173837
SRX248766	TFs and others	ASF1A	Uterus	HeLa	936	1/344	5/299	-0.991851	-0.223341	0.173837
SRX2671785	TFs and others	EP300	Pluripotent stem cell	iPS cells	2131	1/344	5/299	-0.991851	-0.223341	0.173837
SRX3229120	TFs and others	ESR1	Breast	Breast cancer	896	1/344	5/299	-0.991851	-0.223341	0.173837
SRX3229187	TFs and others	NR3C1	Breast	Breast cancer	1905	1/344	5/299	-0.991851	-0.223341	0.173837
SRX4212597	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	730	1/344	5/299	-0.991851	-0.223341	0.173837
SRX4240292	TFs and others	CTBP1	Gonad	SK-OV-3	2056	1/344	5/299	-0.991851	-0.223341	0.173837
SRX4240295	TFs and others	CTBP1	Gonad	SK-OV-3	1579	1/344	5/299	-0.991851	-0.223341	0.173837
SRX4937339	TFs and others	MED1	Digestive tract	HCT 116	430	1/344	5/299	-0.991851	-0.223341	0.173837
SRX5165469	TFs and others	Cas9	Pluripotent stem cell	NCCIT	1170	1/344	5/299	-0.991851	-0.223341	0.173837
SRX518668	TFs and others	BATF	Blood	OCI-LY-3	583	1/344	5/299	-0.991851	-0.223341	0.173837
SRX5286341	TFs and others	SOX2	Pluripotent stem cell	hESC WIBR2	4033	1/344	5/299	-0.991851	-0.223341	0.173837
SRX530186	TFs and others	NR1H4	Liver	Hepatocytes	923	1/344	5/299	-0.991851	-0.223341	0.173837
SRX5683074	TFs and others	ESR1	Uterus	Ishikawa	2021	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6487038	TFs and others	FOXA1	Breast	MCF-7	2165	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6487047	TFs and others	FOXA1	Breast	MCF-7	3293	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6487056	TFs and others	FOXA1	Breast	MCF-7	3150	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6487058	TFs and others	FOXA1	Breast	MCF-7	3555	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6957485	TFs and others	SMAD4	Kidney	HGrC1	1360	1/344	5/299	-0.991851	-0.223341	0.173837
SRX702024	TFs and others	HNF1B	Pluripotent stem cell	hESC derived mesendodermal cells	236	1/344	5/299	-0.991851	-0.223341	0.173837
SRX758607	TFs and others	FOXP1	Blood	BJAB	1908	1/344	5/299	-0.991851	-0.223341	0.173837
SRX7902979	TFs and others	EGR1	Blood	Macrophages	458	1/344	5/299	-0.991851	-0.223341	0.173837
SRX7902984	TFs and others	EGR1	Blood	Monocytes	470	1/344	5/299	-0.991851	-0.223341	0.173837
SRX814231	TFs and others	OTX2	Neural	HRPEpiC	1802	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8616859	TFs and others	JUND	Lung	A549	1076	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8673476	TFs and others	DDIT3	Bone	HT-1080	519	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8901410	TFs and others	RAD21	Neural	hTERT RPE-1	1785	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8976679	TFs and others	NCOR2	Digestive tract	KYSE-410	391	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8976681	TFs and others	NCOR2	Digestive tract	KYSE-410	377	1/344	5/299	-0.991851	-0.223341	0.173837
SRX8976684	TFs and others	NCOR2	Digestive tract	KYSE-410	465	1/344	5/299	-0.991851	-0.223341	0.173837
SRX6578934	TFs and others	CTCF	Blood	T-ALL	25218	78/344	85/299	-0.990548	-0.222233	0.797606
SRX189238	TFs and others	MAX	Lung	NCI-H128	24130	225/344	176/299	-0.988904	-0.220782	1.11118
SRX9433104	TFs and others	MYC	Bone	U2OS	7861	55/344	63/299	-0.987414	-0.219488	0.758813
SRX3927296	TFs and others	BRD7	Blood	MOLM-13	18235	141/344	103/299	-0.98654	-0.218806	1.18986
SRX3408800	TFs and others	CTCF	Blood	CD34 Hematopoietic stem cells	19505	66/344	74/299	-0.985994	-0.218453	0.77522
SRX3288572	TFs and others	RNF2	Pluripotent stem cell	hESC H9	5969	46/344	54/299	-0.985251	-0.217908	0.740418
SRX1067071	TFs and others	AR	Prostate	LHSAR	59859	96/344	102/299	-0.984576	-0.217426	0.818057
SRX6888829	TFs and others	CTCF	Uterus	HeLa	41951	120/344	123/299	-0.983008	-0.216051	0.847986
SRX3367142	TFs and others	TEAD4	Epidermis	SK-MEL-147	13902	26/344	34/299	-0.981921	-0.215877	0.664672
SRX8380648	TFs and others	ESR1	Bone	U2OS	11028	26/344	34/299	-0.981921	-0.215877	0.664672
SRX475759	TFs and others	GABPA	Blood	GM12878	6022	98/344	68/299	-0.981627	-0.215877	1.25265
SRX7030932	TFs and others	NELFA	Breast	MCF-7	6058	98/344	68/299	-0.981627	-0.215877	1.25265
SRX2765964	TFs and others	HMGB1	Cardiovascular	HUVEC	8564	143/344	105/299	-0.981472	-0.215877	1.18375
SRX092306	TFs and others	FOS	Blood	K-562	8164	21/344	29/299	-0.980842	-0.215877	0.629411
SRX1156473	TFs and others	GATA3	Breast	MDA-MB-231	11019	21/344	29/299	-0.980842	-0.215877	0.629411
SRX3186360	TFs and others	Epitope tags	Lung	HCC95	3629	21/344	29/299	-0.980842	-0.215877	0.629411
SRX5771668	TFs and others	SOX2	Gonad	N2102Ep	19712	21/344	29/299	-0.980842	-0.215877	0.629411
SRX612504	TFs and others	BRD4	Liver	LX2	7165	21/344	29/299	-0.980842	-0.215877	0.629411
SRX067396	TFs and others	CTCF	Liver	Hep G2	37029	97/344	103/299	-0.980662	-0.215877	0.818554
SRX1967777	TFs and others	CTCF	Epidermis	Keratinocytes	27784	80/344	87/299	-0.980516	-0.215877	0.799252
SRX9498734	TFs and others	GTF2A2	Blood	K-562	3567	46/344	27/299	-0.979838	-0.215518	1.48084
SRX1531795	TFs and others	SMC1A	Breast	MCF-7	25360	56/344	64/299	-0.97942	-0.215518	0.760538
SRX3584203	TFs and others	CEBPB	Gonad	Epididymis	17076	56/344	64/299	-0.97942	-0.215518	0.760538
SRX433198	TFs and others	AR	Prostate	PC-3	40833	67/344	75/299	-0.978834	-0.215518	0.776473
SRX150480	TFs and others	E2F4	Breast	MCF 10A	11524	144/344	106/299	-0.978772	-0.215518	1.18078
SRX8472392	TFs and others	RUNX2	Blood	PER-117	5624	39/344	22/299	-0.978542	-0.215518	1.54083
SRX9419944	TFs and others	MED1	Breast	BT-474	9378	39/344	22/299	-0.978542	-0.215518	1.54083
SRX9419946	TFs and others	MED1	Breast	BT-474	10367	39/344	22/299	-0.978542	-0.215518	1.54083
SRX2609662	TFs and others	NR3C1	Lung	HASM2	26877	32/344	40/299	-0.978422	-0.215518	0.695349
SRX1660875	TFs and others	TRIM25	Breast	Breast cancer cells	14495	116/344	83/299	-0.978105	-0.215501	1.21477
SRX4611700	TFs and others	ESR1	Breast	MCF-7	41124	124/344	127/299	-0.978023	-0.215501	0.848654
SRX8175103	TFs and others	EED	Pluripotent stem cell	ES cells	21528	145/344	107/299	-0.975965	-0.213962	1.17787
DRX013181	TFs and others	RAD21	Digestive tract	DLD-1	24238	47/344	55/299	-0.975891	-0.213962	0.742759
SRX2944445	TFs and others	MYC	Breast	MCF 10A	4847	39/344	47/299	-0.975715	-0.213962	0.721239
SRX6614743	TFs and others	RAD21	Lung	IMR-90	13929	39/344	47/299	-0.975715	-0.213962	0.721239
SRX369126	TFs and others	RUNX1	Blood	CUTLL1	15601	99/344	69/299	-0.974912	-0.213541	1.24709
SRX6780892	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	5664	99/344	69/299	-0.974912	-0.213541	1.24709
SRX067387	TFs and others	CTCF	Epidermis	NHEK	35905	98/344	103/299	-0.974191	-0.213011	0.826993
SRX067467	TFs and others	CTCF	Cardiovascular	HUVEC	30350	99/344	104/299	-0.971612	-0.210624	0.827398
SRX4001824	TFs and others	RAD21	Blood	THP-1	27004	68/344	75/299	-0.968966	-0.208309	0.788062
ERX1149067	TFs and others	CTCF	Unclassified	Unclassified	31203	100/344	105/299	-0.968913	-0.208309	0.827796
SRX1758493	TFs and others	NELFE	Breast	MCF-7	6276	100/344	70/299	-0.968158	-0.207936	1.24169
SRX4154207	TFs and others	Epitope tags	Blood	MOLM-13	23424	100/344	70/299	-0.968158	-0.207936	1.24169
SRX092569	TFs and others	HCFC1	Uterus	HeLa	1923	33/344	18/299	-0.966399	-0.206871	1.59351
SRX5054307	TFs and others	FOSL2	Neural	Neural progenitor cells	1911	33/344	18/299	-0.966399	-0.206871	1.59351
SRX5123054	TFs and others	POU2F1	Digestive tract	HCT 116	2949	33/344	18/299	-0.966399	-0.206871	1.59351
SRX080370	TFs and others	CTCF	Epidermis	NHEK	30358	101/344	106/299	-0.966096	-0.206871	0.828187
SRX100437	TFs and others	ZBTB33	Blood	GM12878	1615	27/344	14/299	-0.965823	-0.206871	1.67629
SRX1136649	TFs and others	GTF2B	Uterus	HeLa	1569	27/344	14/299	-0.965823	-0.206871	1.67629
SRX2055845	TFs and others	JUN	Kidney	Renal cell carcinoma	6547	13/344	20/299	-0.965761	-0.206871	0.564971
SRX1515053	TFs and others	GFP	Kidney	293	14152	152/344	113/299	-0.964723	-0.206423	1.16917
SRX5323876	TFs and others	ESR1	Breast	MCF-7	13946	33/344	41/299	-0.964203	-0.206423	0.699589
SRX6614762	TFs and others	RAD21	Lung	IMR-90	9543	17/344	25/299	-0.963995	-0.206423	0.591047
SRX8080550	TFs and others	Epitope tags	Breast	Mammary gland ductal carcinoma	19838	69/344	76/299	-0.963621	-0.206423	0.789129
SRX9867035	TFs and others	CTCF	Blood	Monocytes	16061	69/344	76/299	-0.963621	-0.206423	0.789129
SRX6780878	TFs and others	CRTC1	Pluripotent stem cell	iPS derived neural cells	3711	55/344	34/299	-0.963613	-0.206423	1.40604
SRX189240	TFs and others	MYC	Lung	NCI-H2171	4225	27/344	35/299	-0.963602	-0.206423	0.670515
SRX9178854	TFs and others	HAP1	Blood	HAP1	2625	27/344	35/299	-0.963602	-0.206423	0.670515
SRX9719169	TFs and others	ESR1	Breast	MCF-7	11259	27/344	35/299	-0.963602	-0.206423	0.670515
SRX5883951	TFs and others	CTCF	Blood	Multiple Myeloma	23810	58/344	66/299	-0.963332	-0.206363	0.76383
SRX212197	TFs and others	CTCF	Lung	Lung fibroblasts	27655	102/344	107/299	-0.963165	-0.206363	0.82857
SRX7054618	TFs and others	RELA	Cardiovascular	HAEC	22167	83/344	89/299	-0.962309	-0.205813	0.810589
SRX356667	TFs and others	CTCF	Blood	GM19239	41491	134/344	136/299	-0.962236	-0.205813	0.856404
SRX5124036	TFs and others	FOXA1	Prostate	22Rv1	58308	103/344	108/299	-0.960122	-0.203889	0.828946
ERX1149083	TFs and others	CTCF	Unclassified	Unclassified	24574	84/344	90/299	-0.958571	-0.202717	0.81124
SRX080368	TFs and others	CTCF	Blood	GM06990	29621	84/344	90/299	-0.958571	-0.202717	0.81124
SRX176863	TFs and others	FOXA1	Breast	MCF-7	52592	70/344	77/299	-0.958183	-0.202515	0.790169
SRX5811052	TFs and others	Epitope tags	Uterus	HeLa	2098	22/344	30/299	-0.956976	-0.202219	0.637403
SRX8894992	TFs and others	FOXC1	Others	Limbal stem cells	7575	22/344	30/299	-0.956976	-0.202219	0.637403
